Client Count CSCI B-04
Generated: 2015-Nov-05, 11:30:02 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Thu Nov 05 10:33:17 GMT+00:00 2015,41,41
total,Thu Nov 05 10:38:47 GMT+00:00 2015,40,40
total,Thu Nov 05 10:43:57 GMT+00:00 2015,41,41
total,Thu Nov 05 10:49:05 GMT+00:00 2015,40,40
total,Thu Nov 05 10:54:41 GMT+00:00 2015,8,8
total,Thu Nov 05 11:00:36 GMT+00:00 2015,16,16
total,Thu Nov 05 11:05:47 GMT+00:00 2015,51,50
total,Thu Nov 05 11:09:57 GMT+00:00 2015,60,60
total,Thu Nov 05 11:14:52 GMT+00:00 2015,64,63
total,Thu Nov 05 11:19:35 GMT+00:00 2015,70,70
total,Thu Nov 05 11:24:36 GMT+00:00 2015,70,70
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Thu Nov 05 10:33:17 GMT+00:00 2015,41,41
Belfield > Computer Science > B-004,Thu Nov 05 10:38:47 GMT+00:00 2015,40,40
Belfield > Computer Science > B-004,Thu Nov 05 10:43:57 GMT+00:00 2015,41,41
Belfield > Computer Science > B-004,Thu Nov 05 10:49:05 GMT+00:00 2015,40,40
Belfield > Computer Science > B-004,Thu Nov 05 10:54:41 GMT+00:00 2015,8,8
Belfield > Computer Science > B-004,Thu Nov 05 11:00:36 GMT+00:00 2015,16,16
Belfield > Computer Science > B-004,Thu Nov 05 11:05:47 GMT+00:00 2015,51,50
Belfield > Computer Science > B-004,Thu Nov 05 11:09:57 GMT+00:00 2015,60,60
Belfield > Computer Science > B-004,Thu Nov 05 11:14:52 GMT+00:00 2015,64,63
Belfield > Computer Science > B-004,Thu Nov 05 11:19:35 GMT+00:00 2015,70,70
Belfield > Computer Science > B-004,Thu Nov 05 11:24:36 GMT+00:00 2015,70,70
