Client Count CSCI B-04
Generated: 2015-Nov-04, 10:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Wed Nov 04 09:31:56 GMT+00:00 2015,33,33
total,Wed Nov 04 09:37:05 GMT+00:00 2015,32,32
total,Wed Nov 04 09:42:12 GMT+00:00 2015,36,36
total,Wed Nov 04 09:47:55 GMT+00:00 2015,35,35
total,Wed Nov 04 09:52:27 GMT+00:00 2015,34,34
total,Wed Nov 04 09:58:11 GMT+00:00 2015,33,33
total,Wed Nov 04 10:03:14 GMT+00:00 2015,6,6
total,Wed Nov 04 10:08:04 GMT+00:00 2015,6,5
total,Wed Nov 04 10:12:44 GMT+00:00 2015,3,3
total,Wed Nov 04 10:17:55 GMT+00:00 2015,3,3
total,Wed Nov 04 10:22:51 GMT+00:00 2015,3,3
total,Wed Nov 04 10:27:07 GMT+00:00 2015,3,3
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Wed Nov 04 09:31:56 GMT+00:00 2015,33,33
Belfield > Computer Science > B-004,Wed Nov 04 09:37:05 GMT+00:00 2015,32,32
Belfield > Computer Science > B-004,Wed Nov 04 09:42:12 GMT+00:00 2015,36,36
Belfield > Computer Science > B-004,Wed Nov 04 09:47:55 GMT+00:00 2015,35,35
Belfield > Computer Science > B-004,Wed Nov 04 09:52:27 GMT+00:00 2015,34,34
Belfield > Computer Science > B-004,Wed Nov 04 09:58:11 GMT+00:00 2015,33,33
Belfield > Computer Science > B-004,Wed Nov 04 10:03:14 GMT+00:00 2015,6,6
Belfield > Computer Science > B-004,Wed Nov 04 10:08:04 GMT+00:00 2015,6,5
Belfield > Computer Science > B-004,Wed Nov 04 10:12:44 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:17:55 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:22:51 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:27:07 GMT+00:00 2015,3,3
