Client Count CSCI B-04
Generated: 2015-Nov-06, 15:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Fri Nov 06 14:30:21 GMT+00:00 2015,127,127
total,Fri Nov 06 14:35:29 GMT+00:00 2015,131,130
total,Fri Nov 06 14:40:56 GMT+00:00 2015,132,131
total,Fri Nov 06 14:44:31 GMT+00:00 2015,132,131
total,Fri Nov 06 14:51:01 GMT+00:00 2015,177,177
total,Fri Nov 06 14:55:45 GMT+00:00 2015,130,129
total,Fri Nov 06 15:01:01 GMT+00:00 2015,24,24
total,Fri Nov 06 15:06:00 GMT+00:00 2015,22,22
total,Fri Nov 06 15:10:40 GMT+00:00 2015,13,13
total,Fri Nov 06 15:15:43 GMT+00:00 2015,17,17
total,Fri Nov 06 15:20:45 GMT+00:00 2015,12,12
total,Fri Nov 06 15:25:42 GMT+00:00 2015,11,11
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Fri Nov 06 14:30:21 GMT+00:00 2015,127,127
Belfield > Computer Science > B-004,Fri Nov 06 14:35:29 GMT+00:00 2015,131,130
Belfield > Computer Science > B-004,Fri Nov 06 14:40:56 GMT+00:00 2015,132,131
Belfield > Computer Science > B-004,Fri Nov 06 14:44:31 GMT+00:00 2015,132,131
Belfield > Computer Science > B-004,Fri Nov 06 14:51:01 GMT+00:00 2015,177,177
Belfield > Computer Science > B-004,Fri Nov 06 14:55:45 GMT+00:00 2015,130,129
Belfield > Computer Science > B-004,Fri Nov 06 15:01:01 GMT+00:00 2015,24,24
Belfield > Computer Science > B-004,Fri Nov 06 15:06:00 GMT+00:00 2015,22,22
Belfield > Computer Science > B-004,Fri Nov 06 15:10:40 GMT+00:00 2015,13,13
Belfield > Computer Science > B-004,Fri Nov 06 15:15:43 GMT+00:00 2015,17,17
Belfield > Computer Science > B-004,Fri Nov 06 15:20:45 GMT+00:00 2015,12,12
Belfield > Computer Science > B-004,Fri Nov 06 15:25:42 GMT+00:00 2015,11,11
