Client Count CSCI B-03
Generated: 2015-Nov-04, 12:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Wed Nov 04 11:34:15 GMT+00:00 2015,15,15
total,Wed Nov 04 11:39:18 GMT+00:00 2015,21,21
total,Wed Nov 04 11:44:20 GMT+00:00 2015,28,28
total,Wed Nov 04 11:49:32 GMT+00:00 2015,27,27
total,Wed Nov 04 11:55:07 GMT+00:00 2015,23,23
total,Wed Nov 04 12:00:51 GMT+00:00 2015,30,30
total,Wed Nov 04 12:06:11 GMT+00:00 2015,56,55
total,Wed Nov 04 12:10:29 GMT+00:00 2015,62,62
total,Wed Nov 04 12:15:15 GMT+00:00 2015,72,71
total,Wed Nov 04 12:23:25 GMT+00:00 2015,79,78
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-003,Wed Nov 04 11:34:15 GMT+00:00 2015,15,15
Belfield > Computer Science > B-003,Wed Nov 04 11:39:18 GMT+00:00 2015,21,21
Belfield > Computer Science > B-003,Wed Nov 04 11:44:20 GMT+00:00 2015,28,28
Belfield > Computer Science > B-003,Wed Nov 04 11:49:32 GMT+00:00 2015,27,27
Belfield > Computer Science > B-003,Wed Nov 04 11:55:07 GMT+00:00 2015,23,23
Belfield > Computer Science > B-003,Wed Nov 04 12:00:51 GMT+00:00 2015,30,30
Belfield > Computer Science > B-003,Wed Nov 04 12:06:11 GMT+00:00 2015,56,55
Belfield > Computer Science > B-003,Wed Nov 04 12:10:29 GMT+00:00 2015,62,62
Belfield > Computer Science > B-003,Wed Nov 04 12:15:15 GMT+00:00 2015,72,71
Belfield > Computer Science > B-003,Wed Nov 04 12:23:25 GMT+00:00 2015,79,78
