Client Count CSCI B-03
Generated: 2015-Nov-10, 14:30:02 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Tue Nov 10 13:33:39 GMT+00:00 2015,8,8
total,Tue Nov 10 13:38:48 GMT+00:00 2015,9,9
total,Tue Nov 10 13:44:17 GMT+00:00 2015,13,13
total,Tue Nov 10 13:49:28 GMT+00:00 2015,9,9
total,Tue Nov 10 13:55:14 GMT+00:00 2015,9,9
total,Tue Nov 10 14:00:54 GMT+00:00 2015,16,16
total,Tue Nov 10 14:05:40 GMT+00:00 2015,20,20
total,Tue Nov 10 14:09:56 GMT+00:00 2015,21,21
total,Tue Nov 10 14:14:45 GMT+00:00 2015,19,19
total,Tue Nov 10 14:19:45 GMT+00:00 2015,19,19
total,Tue Nov 10 14:24:43 GMT+00:00 2015,19,19
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-003,Tue Nov 10 13:33:39 GMT+00:00 2015,8,8
Belfield > Computer Science > B-003,Tue Nov 10 13:38:48 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Tue Nov 10 13:44:17 GMT+00:00 2015,13,13
Belfield > Computer Science > B-003,Tue Nov 10 13:49:28 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Tue Nov 10 13:55:14 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Tue Nov 10 14:00:54 GMT+00:00 2015,16,16
Belfield > Computer Science > B-003,Tue Nov 10 14:05:40 GMT+00:00 2015,20,20
Belfield > Computer Science > B-003,Tue Nov 10 14:09:56 GMT+00:00 2015,21,21
Belfield > Computer Science > B-003,Tue Nov 10 14:14:45 GMT+00:00 2015,19,19
Belfield > Computer Science > B-003,Tue Nov 10 14:19:45 GMT+00:00 2015,19,19
Belfield > Computer Science > B-003,Tue Nov 10 14:24:43 GMT+00:00 2015,19,19
