Client Count CSCI B-04
Generated: 2015-Nov-14, 02:30:04 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Sat Nov 14 01:34:13 GMT+00:00 2015,0,0
total,Sat Nov 14 01:39:12 GMT+00:00 2015,0,0
total,Sat Nov 14 01:44:12 GMT+00:00 2015,0,0
total,Sat Nov 14 01:49:13 GMT+00:00 2015,0,0
total,Sat Nov 14 01:54:13 GMT+00:00 2015,0,0
total,Sat Nov 14 01:59:16 GMT+00:00 2015,0,0
total,Sat Nov 14 02:04:19 GMT+00:00 2015,0,0
total,Sat Nov 14 02:09:30 GMT+00:00 2015,0,0
total,Sat Nov 14 02:14:20 GMT+00:00 2015,0,0
total,Sat Nov 14 02:19:21 GMT+00:00 2015,0,0
total,Sat Nov 14 02:24:24 GMT+00:00 2015,0,0
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Sat Nov 14 01:34:13 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 01:39:12 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 01:44:12 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 01:49:13 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 01:54:13 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 01:59:16 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 02:04:19 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 02:09:30 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 02:14:20 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 02:19:21 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 14 02:24:24 GMT+00:00 2015,0,0
