Client Count CSCI B-03
Generated: 2015-Nov-10, 10:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Tue Nov 10 09:33:32 GMT+00:00 2015,3,3
total,Tue Nov 10 09:38:33 GMT+00:00 2015,3,3
total,Tue Nov 10 09:43:46 GMT+00:00 2015,2,2
total,Tue Nov 10 09:48:39 GMT+00:00 2015,2,2
total,Tue Nov 10 09:55:38 GMT+00:00 2015,8,8
total,Tue Nov 10 10:00:54 GMT+00:00 2015,9,9
total,Tue Nov 10 10:05:33 GMT+00:00 2015,11,11
total,Tue Nov 10 10:09:43 GMT+00:00 2015,11,11
total,Tue Nov 10 10:14:28 GMT+00:00 2015,9,9
total,Tue Nov 10 10:19:26 GMT+00:00 2015,12,12
total,Tue Nov 10 10:24:46 GMT+00:00 2015,13,13
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-003,Tue Nov 10 09:33:32 GMT+00:00 2015,3,3
Belfield > Computer Science > B-003,Tue Nov 10 09:38:33 GMT+00:00 2015,3,3
Belfield > Computer Science > B-003,Tue Nov 10 09:43:46 GMT+00:00 2015,2,2
Belfield > Computer Science > B-003,Tue Nov 10 09:48:39 GMT+00:00 2015,2,2
Belfield > Computer Science > B-003,Tue Nov 10 09:55:38 GMT+00:00 2015,8,8
Belfield > Computer Science > B-003,Tue Nov 10 10:00:54 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Tue Nov 10 10:05:33 GMT+00:00 2015,11,11
Belfield > Computer Science > B-003,Tue Nov 10 10:09:43 GMT+00:00 2015,11,11
Belfield > Computer Science > B-003,Tue Nov 10 10:14:28 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Tue Nov 10 10:19:26 GMT+00:00 2015,12,12
Belfield > Computer Science > B-003,Tue Nov 10 10:24:46 GMT+00:00 2015,13,13
