Client Count CSCI B-04
Generated: 2015-Nov-11, 14:30:03 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Wed Nov 11 13:34:07 GMT+00:00 2015,7,7
total,Wed Nov 11 13:39:05 GMT+00:00 2015,7,7
total,Wed Nov 11 13:44:22 GMT+00:00 2015,7,7
total,Wed Nov 11 13:49:31 GMT+00:00 2015,6,6
total,Wed Nov 11 13:54:57 GMT+00:00 2015,8,7
total,Wed Nov 11 14:00:45 GMT+00:00 2015,9,8
total,Wed Nov 11 14:05:48 GMT+00:00 2015,9,9
total,Wed Nov 11 14:10:17 GMT+00:00 2015,10,10
total,Wed Nov 11 14:14:49 GMT+00:00 2015,11,11
total,Wed Nov 11 14:19:53 GMT+00:00 2015,11,11
total,Wed Nov 11 14:24:49 GMT+00:00 2015,12,12
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Wed Nov 11 13:34:07 GMT+00:00 2015,7,7
Belfield > Computer Science > B-004,Wed Nov 11 13:39:05 GMT+00:00 2015,7,7
Belfield > Computer Science > B-004,Wed Nov 11 13:44:22 GMT+00:00 2015,7,7
Belfield > Computer Science > B-004,Wed Nov 11 13:49:31 GMT+00:00 2015,6,6
Belfield > Computer Science > B-004,Wed Nov 11 13:54:57 GMT+00:00 2015,8,7
Belfield > Computer Science > B-004,Wed Nov 11 14:00:45 GMT+00:00 2015,9,8
Belfield > Computer Science > B-004,Wed Nov 11 14:05:48 GMT+00:00 2015,9,9
Belfield > Computer Science > B-004,Wed Nov 11 14:10:17 GMT+00:00 2015,10,10
Belfield > Computer Science > B-004,Wed Nov 11 14:14:49 GMT+00:00 2015,11,11
Belfield > Computer Science > B-004,Wed Nov 11 14:19:53 GMT+00:00 2015,11,11
Belfield > Computer Science > B-004,Wed Nov 11 14:24:49 GMT+00:00 2015,12,12
