Client Count CSCI B-02
Generated: 2015-Nov-16, 17:30:00 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Mon Nov 16 16:31:35 GMT+00:00 2015,55,54
total,Mon Nov 16 16:36:50 GMT+00:00 2015,50,50
total,Mon Nov 16 16:41:52 GMT+00:00 2015,42,42
total,Mon Nov 16 16:46:52 GMT+00:00 2015,42,41
total,Mon Nov 16 16:52:24 GMT+00:00 2015,39,37
total,Mon Nov 16 16:57:27 GMT+00:00 2015,33,33
total,Mon Nov 16 17:02:35 GMT+00:00 2015,28,28
total,Mon Nov 16 17:07:18 GMT+00:00 2015,24,24
total,Mon Nov 16 17:12:17 GMT+00:00 2015,23,23
total,Mon Nov 16 17:17:07 GMT+00:00 2015,20,20
total,Mon Nov 16 17:22:10 GMT+00:00 2015,19,19
total,Mon Nov 16 17:27:11 GMT+00:00 2015,18,18
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-002,Mon Nov 16 16:31:35 GMT+00:00 2015,55,54
Belfield > Computer Science > B-002,Mon Nov 16 16:36:50 GMT+00:00 2015,50,50
Belfield > Computer Science > B-002,Mon Nov 16 16:41:52 GMT+00:00 2015,42,42
Belfield > Computer Science > B-002,Mon Nov 16 16:46:52 GMT+00:00 2015,42,41
Belfield > Computer Science > B-002,Mon Nov 16 16:52:24 GMT+00:00 2015,39,37
Belfield > Computer Science > B-002,Mon Nov 16 16:57:27 GMT+00:00 2015,33,33
Belfield > Computer Science > B-002,Mon Nov 16 17:02:35 GMT+00:00 2015,28,28
Belfield > Computer Science > B-002,Mon Nov 16 17:07:18 GMT+00:00 2015,24,24
Belfield > Computer Science > B-002,Mon Nov 16 17:12:17 GMT+00:00 2015,23,23
Belfield > Computer Science > B-002,Mon Nov 16 17:17:07 GMT+00:00 2015,20,20
Belfield > Computer Science > B-002,Mon Nov 16 17:22:10 GMT+00:00 2015,19,19
Belfield > Computer Science > B-002,Mon Nov 16 17:27:11 GMT+00:00 2015,18,18
