Client Count CSCI B-03
Generated: 2015-Nov-13, 16:30:00 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Fri Nov 13 15:31:52 GMT+00:00 2015,40,39
total,Fri Nov 13 15:36:54 GMT+00:00 2015,37,37
total,Fri Nov 13 15:42:09 GMT+00:00 2015,34,34
total,Fri Nov 13 15:47:01 GMT+00:00 2015,29,29
total,Fri Nov 13 15:52:05 GMT+00:00 2015,23,23
total,Fri Nov 13 15:57:11 GMT+00:00 2015,22,22
total,Fri Nov 13 16:02:16 GMT+00:00 2015,20,20
total,Fri Nov 13 16:07:19 GMT+00:00 2015,17,17
total,Fri Nov 13 16:12:16 GMT+00:00 2015,17,17
total,Fri Nov 13 16:17:17 GMT+00:00 2015,17,17
total,Fri Nov 13 16:22:15 GMT+00:00 2015,19,19
total,Fri Nov 13 16:27:22 GMT+00:00 2015,17,17
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-003,Fri Nov 13 15:31:52 GMT+00:00 2015,40,39
Belfield > Computer Science > B-003,Fri Nov 13 15:36:54 GMT+00:00 2015,37,37
Belfield > Computer Science > B-003,Fri Nov 13 15:42:09 GMT+00:00 2015,34,34
Belfield > Computer Science > B-003,Fri Nov 13 15:47:01 GMT+00:00 2015,29,29
Belfield > Computer Science > B-003,Fri Nov 13 15:52:05 GMT+00:00 2015,23,23
Belfield > Computer Science > B-003,Fri Nov 13 15:57:11 GMT+00:00 2015,22,22
Belfield > Computer Science > B-003,Fri Nov 13 16:02:16 GMT+00:00 2015,20,20
Belfield > Computer Science > B-003,Fri Nov 13 16:07:19 GMT+00:00 2015,17,17
Belfield > Computer Science > B-003,Fri Nov 13 16:12:16 GMT+00:00 2015,17,17
Belfield > Computer Science > B-003,Fri Nov 13 16:17:17 GMT+00:00 2015,17,17
Belfield > Computer Science > B-003,Fri Nov 13 16:22:15 GMT+00:00 2015,19,19
Belfield > Computer Science > B-003,Fri Nov 13 16:27:22 GMT+00:00 2015,17,17
