Client Count CSCI B-04
Generated: 2015-Nov-07, 07:30:04 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Sat Nov 07 06:34:22 GMT+00:00 2015,0,0
total,Sat Nov 07 06:39:26 GMT+00:00 2015,0,0
total,Sat Nov 07 06:44:27 GMT+00:00 2015,0,0
total,Sat Nov 07 06:49:59 GMT+00:00 2015,0,0
total,Sat Nov 07 06:54:27 GMT+00:00 2015,0,0
total,Sat Nov 07 06:59:29 GMT+00:00 2015,0,0
total,Sat Nov 07 07:04:33 GMT+00:00 2015,0,0
total,Sat Nov 07 07:09:34 GMT+00:00 2015,0,0
total,Sat Nov 07 07:14:33 GMT+00:00 2015,0,0
total,Sat Nov 07 07:19:32 GMT+00:00 2015,0,0
total,Sat Nov 07 07:24:35 GMT+00:00 2015,0,0
total,Sat Nov 07 07:29:36 GMT+00:00 2015,0,0
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Sat Nov 07 06:34:22 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 06:39:26 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 06:44:27 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 06:49:59 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 06:54:27 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 06:59:29 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:04:33 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:09:34 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:14:33 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:19:32 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:24:35 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 07:29:36 GMT+00:00 2015,0,0
