Client Count CSCI B-04
Generated: 2015-Nov-15, 20:30:03 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Sun Nov 15 19:33:43 GMT+00:00 2015,0,0
total,Sun Nov 15 19:38:44 GMT+00:00 2015,0,0
total,Sun Nov 15 19:43:47 GMT+00:00 2015,0,0
total,Sun Nov 15 19:48:44 GMT+00:00 2015,0,0
total,Sun Nov 15 19:53:45 GMT+00:00 2015,0,0
total,Sun Nov 15 19:58:48 GMT+00:00 2015,0,0
total,Sun Nov 15 20:03:48 GMT+00:00 2015,0,0
total,Sun Nov 15 20:08:51 GMT+00:00 2015,0,0
total,Sun Nov 15 20:13:50 GMT+00:00 2015,0,0
total,Sun Nov 15 20:18:52 GMT+00:00 2015,0,0
total,Sun Nov 15 20:23:58 GMT+00:00 2015,0,0
total,Sun Nov 15 20:28:58 GMT+00:00 2015,0,0
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Sun Nov 15 19:33:43 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 19:38:44 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 19:43:47 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 19:48:44 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 19:53:45 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 19:58:48 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:03:48 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:08:51 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:13:50 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:18:52 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:23:58 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sun Nov 15 20:28:58 GMT+00:00 2015,0,0
