,Campus,Building,Room,Capacity,Date,Day,SurveyPercentage,Count,LogDate,Module,NoStudents,WeekNo
623,Belfield,Computer Science,B-004,220,2015-11-05 11:00:00,Thu,0.25,70,2015-11-05 11:24:36,COMP30080,139,45/2015
624,Belfield,Computer Science,B-004,220,2015-11-05 11:00:00,Thu,0.25,70,2015-11-05 11:34:41,COMP30080,139,45/2015
625,Belfield,Computer Science,B-004,220,2015-11-05 11:00:00,Thu,0.25,76,2015-11-05 11:45:51,COMP30080,139,45/2015
626,Belfield,Computer Science,B-004,220,2015-11-05 11:00:00,Thu,0.25,78,2015-11-05 11:50:02,COMP30080,139,45/2015
627,Belfield,Computer Science,B-004,220,2015-11-05 11:00:00,Thu,0.25,78,2015-11-05 11:55:44,COMP30080,139,45/2015
628,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,37,2015-11-05 11:00:36,COMP40370,27,45/2015
629,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,35,2015-11-05 11:05:47,COMP40370,27,45/2015
630,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,39,2015-11-05 11:09:57,COMP40370,27,45/2015
631,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,34,2015-11-05 11:14:52,COMP40370,27,45/2015
632,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,35,2015-11-05 11:19:35,COMP40370,27,45/2015
633,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,31,2015-11-05 11:24:36,COMP40370,27,45/2015
634,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,29,2015-11-05 11:34:41,COMP40370,27,45/2015
635,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,26,2015-11-05 11:45:51,COMP40370,27,45/2015
636,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,26,2015-11-05 11:50:02,COMP40370,27,45/2015
637,Belfield,Computer Science,B-002,90,2015-11-05 11:00:00,Thu,0.25,33,2015-11-05 11:55:44,COMP40370,27,45/2015
638,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,33,2015-11-05 11:00:36,,,45/2015
639,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,11,2015-11-05 11:05:47,,,45/2015
640,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,13,2015-11-05 11:09:57,,,45/2015
641,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,14,2015-11-05 11:14:52,,,45/2015
642,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,15,2015-11-05 11:19:35,,,45/2015
643,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,19,2015-11-05 11:24:36,,,45/2015
644,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,21,2015-11-05 11:34:41,,,45/2015
645,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,25,2015-11-05 11:45:51,,,45/2015
646,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,21,2015-11-05 11:50:02,,,45/2015
647,Belfield,Computer Science,B-003,90,2015-11-05 11:00:00,Thu,0.25,22,2015-11-05 11:55:44,,,45/2015
648,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,18,2015-11-05 12:01:12,COMP20070,107,45/2015
649,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,30,2015-11-05 12:06:20,COMP20070,107,45/2015
650,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,48,2015-11-05 12:10:50,COMP20070,107,45/2015
651,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,50,2015-11-05 12:15:38,COMP20070,107,45/2015
652,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,49,2015-11-05 12:20:33,COMP20070,107,45/2015
653,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,51,2015-11-05 12:25:33,COMP20070,107,45/2015
654,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,49,2015-11-05 12:30:43,COMP20070,107,45/2015
655,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,50,2015-11-05 12:36:11,COMP20070,107,45/2015
656,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,52,2015-11-05 12:41:47,COMP20070,107,45/2015
657,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,59,2015-11-05 12:46:44,COMP20070,107,45/2015
658,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,44,2015-11-05 12:52:08,COMP20070,107,45/2015
659,Belfield,Computer Science,B-004,220,2015-11-05 12:00:00,Thu,0.25,32,2015-11-05 12:57:51,COMP20070,107,45/2015
660,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,32,2015-11-05 12:01:12,COMP30260,18,45/2015
661,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,18,2015-11-05 12:06:20,COMP30260,18,45/2015
662,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,21,2015-11-05 12:10:50,COMP30260,18,45/2015
663,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,21,2015-11-05 12:15:38,COMP30260,18,45/2015
664,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,23,2015-11-05 12:20:33,COMP30260,18,45/2015
665,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,21,2015-11-05 12:25:33,COMP30260,18,45/2015
666,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,21,2015-11-05 12:30:43,COMP30260,18,45/2015
667,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,20,2015-11-05 12:36:11,COMP30260,18,45/2015
668,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,19,2015-11-05 12:41:47,COMP30260,18,45/2015
669,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,18,2015-11-05 12:46:44,COMP30260,18,45/2015
670,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,19,2015-11-05 12:52:08,COMP30260,18,45/2015
671,Belfield,Computer Science,B-002,90,2015-11-05 12:00:00,Thu,0.25,16,2015-11-05 12:57:51,COMP30260,18,45/2015
672,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,29,2015-11-05 12:01:12,COMP10280,56,45/2015
673,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,47,2015-11-05 12:06:20,COMP10280,56,45/2015
674,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,52,2015-11-05 12:10:50,COMP10280,56,45/2015
675,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,50,2015-11-05 12:15:38,COMP10280,56,45/2015
676,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,44,2015-11-05 12:20:33,COMP10280,56,45/2015
677,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,45,2015-11-05 12:25:33,COMP10280,56,45/2015
678,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,46,2015-11-05 12:30:43,COMP10280,56,45/2015
679,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,48,2015-11-05 12:36:11,COMP10280,56,45/2015
680,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,48,2015-11-05 12:41:47,COMP10280,56,45/2015
681,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,46,2015-11-05 12:46:44,COMP10280,56,45/2015
682,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,53,2015-11-05 12:52:08,COMP10280,56,45/2015
683,Belfield,Computer Science,B-003,90,2015-11-05 12:00:00,Thu,0.5,49,2015-11-05 12:57:51,COMP10280,56,45/2015
684,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,69,2015-11-05 13:03:10,COMP10110,113,45/2015
685,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,90,2015-11-05 13:08:06,COMP10110,113,45/2015
686,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,100,2015-11-05 13:12:30,COMP10110,113,45/2015
687,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,99,2015-11-05 13:17:21,COMP10110,113,45/2015
688,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,99,2015-11-05 13:22:29,COMP10110,113,45/2015
689,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,103,2015-11-05 13:27:30,COMP10110,113,45/2015
690,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,102,2015-11-05 13:32:37,COMP10110,113,45/2015
691,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,103,2015-11-05 13:37:57,COMP10110,113,45/2015
692,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,101,2015-11-05 13:41:28,COMP10110,113,45/2015
693,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,105,2015-11-05 13:47:59,COMP10110,113,45/2015
694,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,74,2015-11-05 13:53:21,COMP10110,113,45/2015
695,Belfield,Computer Science,B-004,220,2015-11-05 13:00:00,Thu,0.5,17,2015-11-05 13:59:09,COMP10110,113,45/2015
696,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,14,2015-11-05 13:03:10,COMP47290,0,45/2015
697,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,12,2015-11-05 13:08:06,COMP47290,0,45/2015
698,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,10,2015-11-05 13:12:30,COMP47290,0,45/2015
699,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,9,2015-11-05 13:17:21,COMP47290,0,45/2015
700,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,12,2015-11-05 13:22:29,COMP47290,0,45/2015
701,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,11,2015-11-05 13:27:30,COMP47290,0,45/2015
702,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,11,2015-11-05 13:32:37,COMP47290,0,45/2015
703,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,9,2015-11-05 13:37:57,COMP47290,0,45/2015
704,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,8,2015-11-05 13:41:28,COMP47290,0,45/2015
705,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,17,2015-11-05 13:47:59,COMP47290,0,45/2015
706,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,25,2015-11-05 13:53:21,COMP47290,0,45/2015
707,Belfield,Computer Science,B-002,90,2015-11-05 13:00:00,Thu,0.25,26,2015-11-05 13:59:09,COMP47290,0,45/2015
708,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,33,2015-11-05 13:03:10,Career opportunities talks,N/A,45/2015
709,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,23,2015-11-05 13:08:06,Career opportunities talks,N/A,45/2015
710,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,26,2015-11-05 13:12:30,Career opportunities talks,N/A,45/2015
711,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,32,2015-11-05 13:17:21,Career opportunities talks,N/A,45/2015
712,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,32,2015-11-05 13:22:29,Career opportunities talks,N/A,45/2015
713,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,35,2015-11-05 13:27:30,Career opportunities talks,N/A,45/2015
714,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,36,2015-11-05 13:32:37,Career opportunities talks,N/A,45/2015
715,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,34,2015-11-05 13:37:57,Career opportunities talks,N/A,45/2015
716,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,34,2015-11-05 13:41:28,Career opportunities talks,N/A,45/2015
717,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,34,2015-11-05 13:47:59,Career opportunities talks,N/A,45/2015
718,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,23,2015-11-05 13:53:21,Career opportunities talks,N/A,45/2015
719,Belfield,Computer Science,B-003,90,2015-11-05 13:00:00,Thu,0.25,22,2015-11-05 13:59:09,Career opportunities talks,N/A,45/2015
720,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,27,2015-11-05 14:05:16,ENVB30110,83,45/2015
721,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,69,2015-11-05 14:08:56,ENVB30110,83,45/2015
722,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,72,2015-11-05 14:13:33,ENVB30110,83,45/2015
723,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,68,2015-11-05 14:18:32,ENVB30110,83,45/2015
724,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,69,2015-11-05 14:23:48,ENVB30110,83,45/2015
725,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,66,2015-11-05 14:28:39,ENVB30110,83,45/2015
726,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,73,2015-11-05 14:33:35,ENVB30110,83,45/2015
727,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,71,2015-11-05 14:39:15,ENVB30110,83,45/2015
728,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,70,2015-11-05 14:43:49,ENVB30110,83,45/2015
729,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,66,2015-11-05 14:49:00,ENVB30110,83,45/2015
730,Belfield,Computer Science,B-004,220,2015-11-05 14:00:00,Thu,0.25,11,2015-11-05 14:54:46,ENVB30110,83,45/2015
731,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,38,2015-11-05 14:05:16,COMP30240,42,45/2015
732,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,33,2015-11-05 14:08:56,COMP30240,42,45/2015
733,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,34,2015-11-05 14:13:33,COMP30240,42,45/2015
734,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,34,2015-11-05 14:18:32,COMP30240,42,45/2015
735,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,30,2015-11-05 14:23:48,COMP30240,42,45/2015
736,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,31,2015-11-05 14:28:39,COMP30240,42,45/2015
737,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,30,2015-11-05 14:33:35,COMP30240,42,45/2015
738,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,26,2015-11-05 14:39:15,COMP30240,42,45/2015
739,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,26,2015-11-05 14:43:49,COMP30240,42,45/2015
740,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,31,2015-11-05 14:49:00,COMP30240,42,45/2015
741,Belfield,Computer Science,B-002,90,2015-11-05 14:00:00,Thu,0.25,38,2015-11-05 14:54:46,COMP30240,42,45/2015
742,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,36,2015-11-05 14:05:16,COMP47300,0,45/2015
743,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,21,2015-11-05 14:08:56,COMP47300,0,45/2015
744,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,16,2015-11-05 14:13:33,COMP47300,0,45/2015
745,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,14,2015-11-05 14:18:32,COMP47300,0,45/2015
746,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,16,2015-11-05 14:23:48,COMP47300,0,45/2015
747,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,15,2015-11-05 14:28:39,COMP47300,0,45/2015
748,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,15,2015-11-05 14:33:35,COMP47300,0,45/2015
749,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,16,2015-11-05 14:39:15,COMP47300,0,45/2015
750,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,14,2015-11-05 14:43:49,COMP47300,0,45/2015
751,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,16,2015-11-05 14:49:00,COMP47300,0,45/2015
752,Belfield,Computer Science,B-003,90,2015-11-05 14:00:00,Thu,0.25,13,2015-11-05 14:54:46,COMP47300,0,45/2015
753,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,2,2015-11-05 15:00:31,,,45/2015
754,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:05:16,,,45/2015
755,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:09:33,,,45/2015
756,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:14:38,,,45/2015
757,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,1,2015-11-05 15:19:21,,,45/2015
758,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:24:24,,,45/2015
759,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:29:25,,,45/2015
760,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:34:28,,,45/2015
761,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:39:39,,,45/2015
762,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:44:55,,,45/2015
763,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:49:52,,,45/2015
764,Belfield,Computer Science,B-004,220,2015-11-05 15:00:00,Thu,0.0,0,2015-11-05 15:55:25,,,45/2015
765,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,47,2015-11-05 15:00:31,COMP30520,60,45/2015
766,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,49,2015-11-05 15:05:16,COMP30520,60,45/2015
767,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,48,2015-11-05 15:09:33,COMP30520,60,45/2015
768,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,46,2015-11-05 15:14:38,COMP30520,60,45/2015
769,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,45,2015-11-05 15:19:21,COMP30520,60,45/2015
770,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,48,2015-11-05 15:24:24,COMP30520,60,45/2015
771,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,51,2015-11-05 15:29:25,COMP30520,60,45/2015
772,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,52,2015-11-05 15:34:28,COMP30520,60,45/2015
773,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,55,2015-11-05 15:39:39,COMP30520,60,45/2015
774,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,55,2015-11-05 15:44:55,COMP30520,60,45/2015
775,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,48,2015-11-05 15:49:52,COMP30520,60,45/2015
776,Belfield,Computer Science,B-002,90,2015-11-05 15:00:00,Thu,0.5,48,2015-11-05 15:55:25,COMP30520,60,45/2015
777,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,7,2015-11-05 15:00:31,COMP47290,0,45/2015
778,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,7,2015-11-05 15:05:16,COMP47290,0,45/2015
779,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,7,2015-11-05 15:09:33,COMP47290,0,45/2015
780,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,8,2015-11-05 15:14:38,COMP47290,0,45/2015
781,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,7,2015-11-05 15:19:21,COMP47290,0,45/2015
782,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,7,2015-11-05 15:24:24,COMP47290,0,45/2015
783,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,10,2015-11-05 15:29:25,COMP47290,0,45/2015
784,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,10,2015-11-05 15:34:28,COMP47290,0,45/2015
785,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,10,2015-11-05 15:39:39,COMP47290,0,45/2015
786,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,8,2015-11-05 15:44:55,COMP47290,0,45/2015
787,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,9,2015-11-05 15:49:52,COMP47290,0,45/2015
788,Belfield,Computer Science,B-003,90,2015-11-05 15:00:00,Thu,0.0,8,2015-11-05 15:55:25,COMP47290,0,45/2015
789,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:00:46,COMP20010,108,45/2015
790,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:06:01,COMP20010,108,45/2015
791,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:10:40,COMP20010,108,45/2015
792,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:15:20,COMP20010,108,45/2015
793,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:20:16,COMP20010,108,45/2015
794,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:25:19,COMP20010,108,45/2015
795,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:30:17,COMP20010,108,45/2015
796,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:35:20,COMP20010,108,45/2015
797,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:40:28,COMP20010,108,45/2015
798,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:45:28,COMP20010,108,45/2015
799,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:50:30,COMP20010,108,45/2015
800,Belfield,Computer Science,B-004,220,2015-11-05 16:00:00,Thu,0.0,0,2015-11-05 16:55:46,COMP20010,108,45/2015
801,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,46,2015-11-05 16:00:46,COMP30520,60,45/2015
802,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,48,2015-11-05 16:06:01,COMP30520,60,45/2015
803,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,44,2015-11-05 16:10:40,COMP30520,60,45/2015
804,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,43,2015-11-05 16:15:20,COMP30520,60,45/2015
805,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,42,2015-11-05 16:20:16,COMP30520,60,45/2015
806,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,33,2015-11-05 16:25:19,COMP30520,60,45/2015
807,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,26,2015-11-05 16:30:17,COMP30520,60,45/2015
808,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,26,2015-11-05 16:35:20,COMP30520,60,45/2015
809,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,26,2015-11-05 16:40:28,COMP30520,60,45/2015
810,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,24,2015-11-05 16:45:28,COMP30520,60,45/2015
811,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,23,2015-11-05 16:50:30,COMP30520,60,45/2015
812,Belfield,Computer Science,B-002,90,2015-11-05 16:00:00,Thu,0.0,22,2015-11-05 16:55:46,COMP30520,60,45/2015
813,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,8,2015-11-05 16:00:46,COMP47290,0,45/2015
814,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,11,2015-11-05 16:06:01,COMP47290,0,45/2015
815,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,13,2015-11-05 16:10:40,COMP47290,0,45/2015
816,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,14,2015-11-05 16:15:20,COMP47290,0,45/2015
817,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,12,2015-11-05 16:20:16,COMP47290,0,45/2015
818,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,8,2015-11-05 16:25:19,COMP47290,0,45/2015
819,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,8,2015-11-05 16:30:17,COMP47290,0,45/2015
820,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,10,2015-11-05 16:35:20,COMP47290,0,45/2015
821,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,8,2015-11-05 16:40:28,COMP47290,0,45/2015
822,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,7,2015-11-05 16:45:28,COMP47290,0,45/2015
823,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,6,2015-11-05 16:50:30,COMP47290,0,45/2015
824,Belfield,Computer Science,B-003,90,2015-11-05 16:00:00,Thu,0.0,6,2015-11-05 16:55:46,COMP47290,0,45/2015
825,Belfield,Computer Science,B-004,220,2015-11-06 09:00:00,Fri,0.0,5,2015-11-06 09:01:03,,,45/2015
826,Belfield,Computer Science,B-004,220,2015-11-06 09:00:00,Fri,0.0,7,2015-11-06 09:06:03,,,45/2015
827,Belfield,Computer Science,B-004,220,2015-11-06 09:00:00,Fri,0.0,7,2015-11-06 09:10:52,,,45/2015
828,Belfield,Computer Science,B-004,220,2015-11-06 09:00:00,Fri,0.0,7,2015-11-06 09:15:52,,,45/2015
